,Time,Temperature,Weather,Wind,Humidity
0,12:00 am,15,Clear.,24 km/h,66%
1,12:30 am,15,Cool.,24 km/h,67%
2,1:30 am,15,Cool.,26 km/h,69%
3,2:30 am,15,Cool.,24 km/h,68%
4,3:00 am,15,Clear.,22 km/h,65%
5,3:30 am,15,Cool.,20 km/h,65%
6,4:30 am,15,Refreshingly cool.,28 km/h,55%
7,5:30 am,15,Refreshingly cool.,20 km/h,55%
8,6:00 am,15,Clear.,11 km/h,54%
9,6:30 am,15,Refreshingly cool.,15 km/h,53%
10,7:30 am,14,Refreshingly cool.,9 km/h,57%
11,8:30 am,18,Mild.,15 km/h,46%
12,9:00 am,19,Sunny.,20 km/h,44%
13,9:30 am,20,Mild.,17 km/h,43%
14,11:30 am,20,Mild.,17 km/h,45%
15,12:00 pm,20,Sunny.,20 km/h,48%
16,12:30 pm,21,Mild.,19 km/h,48%
17,1:30 pm,22,Mild.,20 km/h,51%
18,2:30 pm,23,Mild.,24 km/h,51%
19,3:00 pm,23,Sunny.,24 km/h,48%
20,3:30 pm,23,Mild.,28 km/h,51%
21,4:30 pm,24,Mild.,33 km/h,53%
22,5:30 pm,23,Mild.,30 km/h,56%
23,6:00 pm,24,Sunny.,24 km/h,47%
24,6:30 pm,26,Pleasantly warm.,28 km/h,36%
25,7:30 pm,24,Mild.,30 km/h,39%
26,9:00 pm,20,Clear.,24 km/h,46%
27,9:30 pm,20,Mild.,15 km/h,46%
28,11:30 pm,18,Mild.,19 km/h,53%
